"LKNTS_NM","DGNSS_ENGN_NM","OCCRRNC_LVSTCKCNT","LVSTCKSPC_NM","OCCRRNC_DE","FARM_LOCPLC"
"브루셀라병","전남 축산기술연구소",8,"소-한우",2010-05-24,"전라남도 함평군 월야면 용월리"
"결핵병","전남 축산기술연구소",27,"소-젖소",2010-05-27,"전라남도 화순군 동면 운농리"
"브루셀라병","경북 동부지소",2,"소-젖소",2010-05-28,"경상북도 경주시 안강읍 사방리"
"결핵병","경기 동부지소",2,"소-한우",2010-05-28,"경기도 이천시 모가면 진가리"
"브루셀라병","충남 당진지소",3,"소-젖소",2010-05-12,"충청남도 예산군 신암면 용궁리"
"브루셀라병","충남 당진지소",14,"소-한우",2010-05-27,"충청남도 예산군 대흥면 상중리"
"결핵병","충남 당진지소",14,"사슴-엘크",2010-05-27,"충청남도 예산군 덕산면 둔리"
"브루셀라병","전남 축산기술연구소",10,"소-한우",2010-05-16,"전라남도 담양군 월산면 월산리"
"브루셀라병","정읍지소",4,"소-한우",2010-05-24,"전라북도 부안군 줄포면 신리"
"결핵병","정읍지소",1,"소-젖소",2010-05-27,"전라북도 정읍시 덕천면 도계리"
"브루셀라병","전남 축산기술연구소",1,"소-한우",2010-05-19,"전라남도 영광군 홍농읍 칠곡리"
"브루셀라병","전남 축산기술연구소",4,"소-한우",2010-05-28,"전라남도 무안군 일로읍 의산리"
"브루셀라병","충남 공주지소",1,"소-한우",2010-08-03,"충청남도 공주시 이인면 이인리"
"결핵병","경기도축산위생연구소",1,"사슴-엘크",2010-07-22,"경기도 용인시 처인구 백암면 백암리"
"결핵병","경기도축산위생연구소",2,"사슴-엘크",2010-07-23,"경기도 화성시 향남읍 상두리"
"브루셀라병","경북 가축위생시험소",17,"소-한우",2010-08-03,"경상북도 군위군 효령면 화계리"
"결핵병","정읍지소",15,"소-한우",2010-07-28,"전라북도 정읍시 칠보면 와우리"
"브루셀라병","대구 보건환경연구원",18,"소-한우",2010-08-02,"대구광역시 달성군 하빈면 하산리"
"브루셀라병","경북 동부지소",4,"소-한우",2010-08-03,"경상북도 경주시 천북면 물천리"
"브루셀라병","경남 북부지소",7,"소-젖소",2010-08-02,"경상남도 창녕군 대합면 십이리"
"결핵병","경북 동부지소",1,"소-한우",2010-07-30,"경상북도 경주시 산내면 의곡리"
"결핵병","경북 동부지소",3,"사슴-엘크",2010-07-30,"경상북도 경주시 산내면 의곡리"
"브루셀라병","경북 동부지소",1,"소-한우",2010-08-05,"경상북도 경주시 황용동"
"브루셀라병","충북 남부지소",2,"소-한우",2010-08-02,"충청북도 영동군 용산면 구촌리"
"브루셀라병","충북 남부지소",11,"소-한우",2010-08-02,"충청북도 영동군 용산면 구촌리"
"브루셀라병","전남 남부지소",1,"소-한우",2010-07-30,"전라남도 영암군 학산면 묵동리"
"결핵병","경남 중부지소",30,"사슴-꽃사슴",2010-07-29,"경상남도 창원시 의창구 동읍 금산리"
"브루셀라병","남원지소",5,"소-한우",2010-08-05,"전라북도 남원시 수지면 유암리"
"결핵병","충남 가축위생연구소",4,"소-한우",2010-07-29,"충청남도 홍성군 은하면 덕실리"
"브루셀라병","충남 가축위생연구소",1,"소-한우",2010-07-29,"충청남도 홍성군 홍북면 중계리"
"브루셀라병","경북 북부지소",1,"소-한우",2010-08-05,"경상북도 의성군 다인면 삼분리"
"결핵병","경기도북부축산위생연구소",7,"사슴-엘크",2010-07-29,"경기도 고양시 덕양구 내유동"
"브루셀라병","경북 동부지소",1,"소-젖소",2010-07-02,"경상북도 경주시 안강읍 사방리"
"돼지생식기호흡기증후군","경기도축산위생연구소",1,"돼지-종돈",2010-07-02,"경기도 화성시 송산면 마산리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2010-06-25,"울산광역시 울주군 삼남면 신화리"
"브루셀라병","울산 보건환경연구원",2,"소-한우",2010-06-25,"울산광역시 울주군 삼남면 신화리"
"돼지생식기호흡기증후군","충북 제천지소",3,"돼지-자돈",2010-06-28,"충청북도 제천시 금성면 구룡리"
"브루셀라병","경북 가축위생시험소",3,"소-한우",2010-07-05,"경상북도 성주군 용암면 용정리"
"브루셀라병","전남 동부지소",2,"소-한우",2010-06-18,"전라남도 구례군 마산면 마산리"
"브루셀라병","익산지소",9,"소-한우",2010-07-01,"전라북도 김제시 백산면 부거리"
"가금티프스","축산진흥연구소",500,"닭-산란계",2010-06-30,"전라북도 진안군 백운면 평장리"
"브루셀라병","전남 남부지소",1,"소-한우",2010-06-25,"전라남도 영암군 도포면 구학리"
"가금티프스","전남 축산기술연구소",38,"닭-기타",2010-07-06,"전라남도 순천시 서면 선평리"
"브루셀라병","경기도북부축산위생연구소",5,"소-젖소",2010-07-02,"경기도 연천군 미산면"
"브루셀라병","경기 동부지소",1,"소-한우",2010-06-24,"경기도 양평군 지제면 망미리"
"돼지생식기호흡기증후군","경남 축산진흥연구소",5,"돼지-기타",2010-07-02,"경상남도 산청군 신등면 양전리"
"결핵병","전남 동부지소",1,"사슴-꽃사슴",2010-08-05,"전라남도 곡성군 오산면 청단리"
"결핵병","전남 동부지소",3,"사슴-꽃사슴",2010-08-09,"전라남도 곡성군 오산면 청단리"
"결핵병","전남 동부지소",5,"사슴-엘크",2010-08-04,"전라남도 고흥군 남양면 월정리"
"결핵병","전남 동부지소",10,"사슴-엘크",2010-08-13,"전라남도 고흥군 남양면 월정리"
"결핵병","전남 동부지소",2,"사슴-기타",2010-08-04,"전라남도 고흥군 남양면 월정리"
"결핵병","전남 동부지소",6,"사슴-기타",2010-08-13,"전라남도 고흥군 남양면 월정리"
"결핵병","충남 공주지소",2,"소-한우",2010-08-12,"충청남도 공주시 신풍면 백룡리"
"결핵병","충북 북부지소",15,"사슴-엘크",2010-08-13,"충청북도 충주시 금가면 오석리"
"돼지생식기호흡기증후군","충남 가축위생연구소",4,"돼지-육성돈",2010-08-16,"충청남도 보령시 천북면 신덕리"
"브루셀라병","익산지소",3,"소-한우",2010-08-12,"전라북도 김제시 연정동"
"브루셀라병","대구 보건환경연구원",1,"소-한우",2010-08-16,"대구광역시 달성군 구지면 창리"
"결핵병","경북 동부지소",1,"소-젖소",2010-08-06,"경상북도 경주시 안강읍 강교리"
"브루셀라병","경남 북부지소",1,"소-한우",2010-08-10,"경상남도 창녕군 성산면 냉천리"
"브루셀라병","대구 보건환경연구원",1,"소-한우",2010-08-17,"대구광역시 달성군 구지면 창리"
"브루셀라병","경북 가축위생시험소",2,"소-한우",2010-08-16,"경상북도 영천시 고경면 상덕리"
"브루셀라병","경기도북부축산위생연구소",2,"소-젖소",2010-08-16,"경기도 연천군 미산면"
"브루셀라병","경남 중부지소",1,"소-한우",2010-08-16,"경상남도 함안군 산인면 입곡리"
"결핵병","경남 중부지소",31,"소-한우",2010-08-25,"경상북도 경주시 감포읍 오류리"
"브루셀라병","경기 동부지소",1,"소-한우",2010-08-16,"경기도 양평군 지제면 망미리"
"결핵병","전남 축산기술연구소",7,"사슴-엘크",2010-08-12,"전라남도 화순군 동면 천덕리"
"브루셀라병","경남 축산진흥연구소",1,"소-한우",2010-08-19,"경상남도 함안군 산인면 입곡리"
"브루셀라병","정읍지소",9,"소-한우",2010-08-16,"전라북도 부안군 상서면 통정리"
"브루셀라병","경북 동부지소",10,"소-한우",2010-08-16,"경상북도 경주시 천북면 모아리"
"브루셀라병","경북 서부지소",13,"소-한우",2010-08-09,"경상북도 김천시 아포읍 인리"
"가금티프스","충북 북부지소",5,"닭-육계",2010-08-13,"충청북도 충주시 주덕읍 창전리"
"브루셀라병","전남 동부지소",1,"소-한우",2010-08-12,"전라남도 곡성군 옥과면 죽림리"
"브루셀라병","경북 서부지소",1,"소-한우",2010-08-19,"경상북도 김천시 어모면 구례리"
"결핵병","전남 축산기술연구소",8,"소-젖소",2010-08-19,"전라남도 화순군 동면 운농리"
"결핵병","충남 아산지소",5,"소-한우",2010-01-28,"충청남도 아산시 음봉면 신휴리"
"결핵병","경북 동부지소",6,"소-젖소",2010-01-27,"경상북도 포항시 북구 기계면 봉계리"
"결핵병","경북 동부지소",1,"소-젖소",2010-01-29,"경상북도 경주시 안강읍 옥산리"
"가금티프스","충남 가축위생연구소",3000,"닭-육계",2010-01-22,"충청남도 보령시 청소면 성연리"
"결핵병","경기도축산위생연구소",1,"소-한우",2010-01-29,"경기도 안성시 양성면 동항리"
"가금티프스","충남 가축위생연구소",8000,"닭-육계",2010-01-22,"충청남도 보령시 청라면 내현리"
"돼지생식기호흡기증후군","충남 가축위생연구소",6,"돼지-기타",2010-01-04,"충청남도 보령시 천북면 사호리"
"돼지생식기호흡기증후군","충남 가축위생연구소",1,"돼지-기타",2010-01-04,"충청남도 홍성군 홍북면 내덕리"
"가금티프스","충남 가축위생연구소",5000,"닭-육계",2010-01-14,"충청남도 홍성군 은하면 덕실리"
"브루셀라병","경북 북부지소",3,"소-한우",2010-01-26,"경상북도 안동시 풍천면 기산리"
"가금티프스","정읍지소",2500,"닭-기타",2010-01-30,"전라북도 정읍시 옹동면 매정리"
"결핵병","대전 보건환경연구원",10,"소-한우",2010-01-22,"대전광역시 유성구 방동"
"결핵병","대전 보건환경연구원",1,"사슴-엘크",2010-01-26,"대전광역시 유성구 방동"
"결핵병","장수지소",1,"소-한우",2010-01-22,"전라북도 장수군 산서면 사계리"
"구제역","경기도북부축산위생연구소",4,"소-한우",2010-01-19,"경기도 연천군 청산면 초성리"
"결핵병","질병진단센터",8,"소-한우",2010-02-01,"전라남도 장성군 삼서면 대곡리"
"브루셀라병","경기 남부지소",1,"소-한우",2009-07-20,"경기도 평택시 청북면 현곡리"
"결핵병","전남 축산기술연구소",4,"소-한우",2009-07-23,"전라남도 담양군 용면 두장리"
"브루셀라병","경북 가축위생시험소",7,"소-한우",2009-07-27,"경상북도 청도군 풍각면 송서리"
"브루셀라병","광주 보건환경연구원",3,"소-한우",2009-07-22,"광주광역시 광산구 덕림동"
"브루셀라병","경북 동부지소",1,"소-한우",2009-07-27,"경상북도 경주시 천북면 물천리"
"돼지생식기호흡기증후군","제주 동물위생시험소",4,"돼지-기타",2009-07-27,"제주특별자치도 제주시 한림읍 금악리"
"돼지생식기호흡기증후군","제주 동물위생시험소",2,"돼지-자돈",2009-07-27,"제주특별자치도 제주시 한림읍 상명리"
"브루셀라병","전남 동부지소",2,"소-한우",2009-06-29,"전라남도 구례군 마산면 마산리"
"결핵병","경북 가축위생시험소",10,"사슴-엘크",2009-07-27,"경상북도 경산시 갑제동"
"브루셀라병","경남 북부지소",3,"소-한우",2009-07-20,"경상남도 합천군 봉산면 권빈리"
"브루셀라병","축산진흥연구소",3,"소-한우",2009-07-23,"전라북도 완주군 삼례읍 후정리"
"브루셀라병","축산진흥연구소",1,"소-한우",2009-07-27,"전라북도 김제시 금산면 성계리"
"결핵병","전남 축산기술연구소",2,"소-한우",2009-07-24,"전라남도 장성군 진원면 율곡리"
"결핵병","경기 동부지소",4,"소-한우",2009-07-24,"경기도 양평군 단월면 보룡리"
"브루셀라병","경남 중부지소",7,"소-한우",2009-07-27,"경상남도 김해시 한림면 명동리"
"브루셀라병","경남 중부지소",6,"소-한우",2009-07-27,"경상남도 창원시 의창구 북면 신촌리"
"브루셀라병","정읍지소",2,"소-젖소",2009-07-23,"전라북도 고창군 공음면 용수리"
"브루셀라병","강원 가축위생시험소",1,"소-한우",2009-07-15,"강원도 철원군 동송읍 양지리"
"결핵병","장수지소",1,"소-한우",2009-07-24,"전라북도 장수군 번암면 대론리"
"돼지생식기호흡기증후군","제주 동물위생시험소",2,"돼지-육성돈",2009-07-23,"제주특별자치도 제주시 한림읍 금악리"
"결핵병","전남 남부지소",1,"사슴-엘크",2009-09-24,"전라남도 진도군 군내면 세등리"
"브루셀라병","정읍지소",1,"소-한우",2009-09-09,"전라북도 정읍시 정우면 수금리"
"돼지생식기호흡기증후군","충남 당진지소",5,NA,2009-09-16,"충청남도 당진군 면천면 문봉리"
"브루셀라병","충남 당진지소",42,"소-한우",2009-09-09,"충청남도 당진군 순성면 성북리"
"결핵병","충남 당진지소",51,"사슴-엘크",2009-09-14,"충청남도 예산군 덕산면 둔리"
"결핵병","충남 당진지소",8,"사슴-엘크",2009-09-16,"충청남도 당진군 송악읍 본당리"
"브루셀라병","충남 당진지소",1,"소-한우",2009-09-09,"충청남도 예산군 삽교읍 신가리"
"브루셀라병","충남 당진지소",1,"소-한우",2009-09-09,"충청남도 예산군 광시면 신흥리"
"브루셀라병","경남 남부지소",1,"소-한우",2009-09-24,"경상남도 고성군 구만면"
"브루셀라병","충북 남부지소",4,"소-한우",2009-09-15,"충청북도 옥천군 청산면"
"브루셀라병","축산진흥연구소",1,"소-한우",2009-09-24,"전라북도 김제시 성덕면 대목리"
"브루셀라병","축산진흥연구소",1,"소-한우",2009-09-24,"전라북도 김제시 용지면 신정리"
"결핵병","경기도축산위생연구소",1,"소-육우",2009-09-28,"경기도 평택시 고덕면 당현리"
"브루셀라병","경북 가축위생시험소",16,"소-한우",2009-09-25,"경상북도 영천시 고경면 해선리"
"브루셀라병","강원 남부지소",1,"소-젖소",2009-09-18,"강원도 횡성군 서원면 석화리"
"결핵병","경기도북부축산위생연구소",4,"소-젖소",2009-09-28,"경기도 양주시 남면 두곡리"
"결핵병","경기도축산위생연구소",11,"사슴-엘크",2009-09-24,"경기도 광주시 초월읍"
"브루셀라병","충남 가축위생연구소",1,"소-한우",2009-09-11,"충청남도 홍성군 홍북면 신정리"
